bits,condition,seed,run_name,chip,trial,auc,pauc,auc_id1,auc_id2,auc_id3,auc_id4
4,nominal,2,bits_wsb4_s2,3,0,0.3811640835579515,0.5006975521995383,0.4139285714285714,0.485455525606469,0.2627493261455526,0.362522911051213
4,nominal,2,bits_wsb4_s2,4,0,0.4111500347137139,0.5031267598670776,0.3961796536796537,0.5425768194070081,0.32543396226415094,0.38040970350404313
4,nominal,2,bits_wsb4_s2,5,0,0.38094232418524865,0.49673438527708635,0.4302922077922078,0.46660916442048506,0.33876010781671156,0.2881078167115903
4,nominal,2,bits_wsb4_s2,6,0,0.4013924895858858,0.5058972474066814,0.42175324675324677,0.44224258760107815,0.35245283018867923,0.38912129380053906
4,nominal,2,bits_wsb4_s2,7,0,0.36559633055623625,0.5053129178005047,0.4063961038961039,0.47504043126684636,0.2922156334231806,0.288733153638814
4,nominal,2,bits_wsb4_s2,8,0,0.4044077636200278,0.501031094030101,0.38365800865800864,0.507622641509434,0.34278167115902963,0.3835687331536388
4,nominal,2,bits_wsb4_s2,9,0,0.3658741934166463,0.49995862297252563,0.41521645021645026,0.44704043126684634,0.27479245283018866,0.3264474393530997
4,quant_only,2,bits_wsb4_s2,0,0,0.4043710896022217,0.5132453775949307,0.37335497835497833,0.5859191374663073,0.2662964959568733,0.39191374663072776
6,nominal,0,bits_wsb6_s0,0,0,0.6061731703830759,0.538351775665579,0.5092748917748917,0.7202264150943396,0.5862210242587601,0.6089703504043126
6,nominal,0,bits_wsb6_s0,1,0,0.651907426692804,0.546955994187871,0.6961580086580087,0.7150619946091644,0.4968301886792453,0.6995795148247979
6,nominal,0,bits_wsb6_s0,2,0,0.6411151270113533,0.5459965307780601,0.7191774891774891,0.5820269541778975,0.6846576819407008,0.5785983827493261
6,nominal,0,bits_wsb6_s0,3,0,0.7007281405701218,0.5648180807937511,0.4946861471861472,0.7538760107816712,0.8624474393530998,0.6919029649595687
6,nominal,0,bits_wsb6_s0,4,0,0.6212835804132975,0.5489401569962643,0.6005952380952381,0.6590835579514824,0.6555148247978437,0.5699407008086252
6,nominal,0,bits_wsb6_s0,5,0,0.6688353804214654,0.5803778851072794,0.7183603896103896,0.7942857142857145,0.5174231805929919,0.6452722371967655
6,nominal,0,bits_wsb6_s0,6,0,0.5806573654333088,0.548540465658142,0.6882359307359307,0.6860161725067385,0.39956873315363883,0.5488086253369272
6,nominal,0,bits_wsb6_s0,7,0,0.6601231622151433,0.5498750091351878,0.6076948051948052,0.7325498652291105,0.6530781671159029,0.6471698113207548
6,nominal,0,bits_wsb6_s0,8,0,0.6292215653843012,0.5730319581114021,0.7920021645021644,0.7622749326145553,0.3393854447439353,0.6232237196765499
6,nominal,0,bits_wsb6_s0,9,0,0.6148150167442621,0.5607613050636884,0.581060606060606,0.7607439353099731,0.5128086253369272,0.6046469002695418
6,quant_only,0,bits_wsb6_s0,0,0,0.6754593134852569,0.5864957204331583,0.7097294372294372,0.7684636118598384,0.5429326145552561,0.680711590296496
6,nominal,1,bits_wsb6_s1,0,0,0.7142429653679653,0.6131491357037534,0.7746861471861471,0.8129272237196765,0.7106091644204852,0.5587493261455526
6,nominal,1,bits_wsb6_s1,1,0,0.6692061382014213,0.5890303589161583,0.6842207792207793,0.760377358490566,0.5753962264150944,0.6568301886792453
6,nominal,1,bits_wsb6_s1,2,0,0.7357927999673283,0.6542409303705232,0.7517965367965367,0.8434393530997305,0.48169272237196764,0.8662425876010782
6,nominal,1,bits_wsb6_s1,3,0,0.625778026219064,0.557123189620707,0.6989935064935064,0.5651536388140161,0.5717412398921833,0.6672237196765499
6,nominal,1,bits_wsb6_s1,4,0,0.6373558972474067,0.5708273685930091,0.5943939393939395,0.6889164420485177,0.5630619946091644,0.7030512129380055
6,nominal,1,bits_wsb6_s1,5,0,0.5759913624111737,0.527663014740969,0.4994155844155844,0.6820592991913746,0.4582533692722372,0.6642371967654985
6,nominal,1,bits_wsb6_s1,6,0,0.6722397492444663,0.5907158010807465,0.7741341991341991,0.7660161725067385,0.5343611859838274,0.6144474393530998
6,nominal,1,bits_wsb6_s1,7,0,0.6334995813934493,0.552792895618119,0.5752705627705628,0.6958490566037736,0.5365067385444744,0.7263719676549866
6,nominal,1,bits_wsb6_s1,8,0,0.6202945764926897,0.5507815421916713,0.537965367965368,0.779590296495957,0.46298652291105125,0.7006361185983827
6,nominal,1,bits_wsb6_s1,9,0,0.7095978824634485,0.5995615109815706,0.7480411255411255,0.8190512129380054,0.5605390835579515,0.7107601078167116
6,quant_only,1,bits_wsb6_s1,0,0,0.6993997284162379,0.607785651951491,0.746569264069264,0.7818328840970351,0.564722371967655,0.7044743935309973
