arch,sigma_read,depth,seed,run_name,chip,trial,auc,pauc,auc_id1,auc_id2,auc_id3,auc_id4
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,3,0,0.7102688270848648,0.5968139688844754,0.7163852813852813,0.7904258760107816,0.5902210242587601,0.7440431266846361
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,4,0,0.7055377358490567,0.5997056857409391,0.7128571428571427,0.7809487870619946,0.6078706199460917,0.7204743935309973
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,5,0,0.7071840133137302,0.6000037615479522,0.7293398268398268,0.7911698113207547,0.5724204851752022,0.7358059299191374
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,6,0,0.6873940414930981,0.5893460065257483,0.729112554112554,0.7364636118598383,0.5702318059299192,0.7137681940700809
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,7,0,0.7107937494895042,0.6016918905325062,0.7299458874458874,0.786210242587601,0.6041832884097036,0.7228355795148247
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,8,0,0.7004507371559258,0.5881389257878831,0.7177813852813852,0.764086253369272,0.598177897574124,0.7217574123989219
per_layer,0.0,2,1,arch_per_layer_r0_d2_s1,9,0,0.7257171138609819,0.6061829101054523,0.751569264069264,0.811212938005391,0.5885929919137467,0.7514932614555256
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,0,0,0.7555237278444826,0.6311503458474661,0.7551515151515151,0.8408301886792453,0.6224690026954177,0.803644204851752
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,1,0,0.7424627031773258,0.6181796149894462,0.7818939393939394,0.8075256064690026,0.5916657681940701,0.7887654986522912
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,2,0,0.7565275463530179,0.6249172459450514,0.7563419913419912,0.8364204851752022,0.6432345013477088,0.7901132075471697
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,3,0,0.7394084987339704,0.6176726120618872,0.7615800865800867,0.8296172506738544,0.6264258760107817,0.740010781671159
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,4,0,0.7773206934574859,0.64303683737646,0.8113636363636363,0.833121293800539,0.6474501347708894,0.8173477088948787
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,5,0,0.7424213836477986,0.6218368605905845,0.7523809523809524,0.8143611859838275,0.6147601078167116,0.7881832884097035
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,6,0,0.7378529976312995,0.6157461621463607,0.7613203463203462,0.8029649595687331,0.6155256064690027,0.771601078167116
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,7,0,0.7273796148819733,0.6126770076993513,0.7509632034632034,0.8004420485175202,0.611299191374663,0.7468140161725068
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,8,0,0.7222065465980562,0.6119904714616731,0.7446536796536797,0.8047115902964961,0.5940700808625338,0.7453908355795149
per_layer,0.0,2,2,arch_per_layer_r0_d2_s2,9,0,0.7346171383647799,0.6162693934665137,0.7655952380952379,0.8058328840970351,0.6016711590296496,0.7653692722371968
none,0.04,2,0,arch_none_r0.04_d2_s0,0,0,0.716186861880258,0.6005094748019276,0.7352164502164502,0.7704797843665768,0.5735849056603773,0.7854663072776279
none,0.04,2,0,arch_none_r0.04_d2_s0,1,0,0.7199159009229764,0.6008762794636677,0.7222835497835497,0.7693045822102428,0.5892075471698113,0.7988679245283019
none,0.04,2,0,arch_none_r0.04_d2_s0,2,0,0.714919004737401,0.5995460348985672,0.7227164502164503,0.758911051212938,0.5949865229110513,0.7830619946091644
none,0.04,2,0,arch_none_r0.04_d2_s0,3,0,0.724242046475537,0.6042429723536973,0.7222835497835498,0.791644204851752,0.5986091644204852,0.7844312668463612
none,0.04,2,0,arch_none_r0.04_d2_s0,4,0,0.7264548823817693,0.604270700335745,0.7221753246753246,0.7744150943396227,0.6071913746630728,0.8020377358490567
none,0.04,2,0,arch_none_r0.04_d2_s0,5,0,0.7159796312178387,0.5996287889535159,0.7184090909090909,0.7690134770889487,0.5971536388140162,0.779342318059299
none,0.04,2,0,arch_none_r0.04_d2_s0,6,0,0.711872090173977,0.5945577924227379,0.7272727272727273,0.7667601078167117,0.5752345013477089,0.7782210242587602
none,0.04,2,0,arch_none_r0.04_d2_s0,7,0,0.712889804378012,0.5969152619971885,0.7117640692640692,0.7647978436657683,0.5877628032345014,0.7872345013477088
none,0.04,2,0,arch_none_r0.04_d2_s0,8,0,0.7212651413052357,0.6012315307995546,0.7381926406926407,0.7702425876010782,0.5870512129380054,0.7895741239892183
none,0.04,2,0,arch_none_r0.04_d2_s0,9,0,0.709422782406273,0.5967641015059089,0.7110064935064936,0.7668571428571429,0.5710404312668464,0.7887870619946091
none,0.04,2,1,arch_none_r0.04_d2_s1,0,0,0.7296428367230253,0.610392082263979,0.7271212121212121,0.777487870619946,0.6067169811320755,0.807245283018868
none,0.04,2,1,arch_none_r0.04_d2_s1,1,0,0.7367880727762803,0.6134753156476096,0.709642857142857,0.7866199460916441,0.6130134770889488,0.8378760107816712
none,0.04,2,1,arch_none_r0.04_d2_s1,2,0,0.7355777995589317,0.6176225834741227,0.7067532467532467,0.7736927223719677,0.6278382749326146,0.8340269541778975
none,0.04,2,1,arch_none_r0.04_d2_s1,3,0,0.7259617332353181,0.6066720188120387,0.6794372294372295,0.784355795148248,0.6437735849056604,0.7962803234501348
none,0.04,2,1,arch_none_r0.04_d2_s1,4,0,0.7603241239892184,0.632286602011031,0.7264285714285714,0.8019514824797844,0.671978436657682,0.8409380053908356
none,0.04,2,1,arch_none_r0.04_d2_s1,5,0,0.7422727987421385,0.6232689893687908,0.7348809523809524,0.782911051212938,0.6190188679245283,0.8322803234501348
none,0.04,2,1,arch_none_r0.04_d2_s1,6,0,0.7284534529935474,0.6129741699875761,0.7492316017316016,0.7655202156334232,0.6040539083557952,0.7950080862533693
none,0.04,2,1,arch_none_r0.04_d2_s1,7,0,0.7367878175283835,0.6222678265131096,0.7293722943722942,0.7864474393530998,0.6069865229110513,0.824345013477089
none,0.04,2,1,arch_none_r0.04_d2_s1,8,0,0.7289855631789595,0.6115013627550867,0.7146969696969697,0.7762479784366576,0.6125390835579514,0.8124582210242588
none,0.04,2,1,arch_none_r0.04_d2_s1,9,0,0.7363455443927143,0.6136186306245889,0.7434199134199135,0.7769164420485176,0.6106954177897574,0.8143504043126686
